"","f0101","f0102","f04","f05","f06","f07","f0801","f0802","f0803","f0804","f0805","f0806","f0807","f0808","f0809","f0810","f0811","f0812","f0813","f0814","f0815","f0816","f0817","f0818","f0819","f0820","f0821","f0822","f0823","f0824","f0825","f0826","f0827","f0828","f0901","f0902","f0903","f1001","f1002","f1003","f1004","f11","f12","f14","f15","f1603","f1801","f180201","f180202","Mig","f22","f0201new","f0202new","f0203new","f03new","f1601","f1602","f20"
"113",NA,NA,"9","6","2","6","3","4","4","4","3","1","2","3","3","2","1","2","2","4","1","4","4","4","4","1","3","3","1","2","2","2","3","3","1","1","1","0","0","0","1","1","1","2","0","2","1","1","1","2","1","0","3","5","1",2,0,19
"114","2","1","11","5","2","4","2","3","1","4","1","1","2","4","3","2","2","3","2","3","1","4","4","4","3","1","1","2","1","3","3",NA,"3","3","1","1","1","1","1","1","0","2","1","2","5","2","1","1","2","1","2","0","4","3","1",3,0,19
"115","2","3","2","4",NA,"3","4","4","4","3","3","1","4","3","4","1","2","1","1","1","2","2","4","4","4","2","3","2","1","4","3","1","3","2","1","0","0","1","0","0","0","2","2","2","2","2","2","1","2","1","1","0","1","5","1",5,0,18
"116","2","1","5","4","1","3","2","4","4","4","3","2","4","3","3","4","3","3","3","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","0","1","0","1","1","1","0","2","1","2","3","2","1","1","1","2","3","0","3","5","1",4,0,19
"117","2","3","1","4","2","4","3","2","2","3","3","4","4","4","3","3","2","2","1","3","2","2","3","3","4","4","2","4","3","2","2","2","1","2","1","1","1","1","1","0","0","2","2","2","0","2","1","1","1","2","2","0","5","3","0",4,0,19
"118","2","1","11","5","1","4","3","2","2","1","1","1","2","3",NA,"2","4","4","1","4","4","4","4","4","2","1","1","1","1","3","2","1","1","1","1","1","1","1","1","1","0","2","2","2","0","2","1","2","1","1","1","0","5","4","1",5,1,17
"119","2","1","1","6","1","5","3","2","4","3","3","1","3","1","2","1","1","3","1","4","4","4","4","4","3","1","1","3","1","4","4","3","3","3","1","0","0","0","0","1","0","2","2","2","5","2","1","2","2","1","2","0","5","1","0",4,0,19
"120","2","1","5","3","2","3","2","3","2","3","3","2","3","1","4","2","1","2","2",NA,"3","4","4","4","4","3","3","2","3","2","2","2","2","2","1","1","1","1","1","1","0","2","2","2","3","2","1","1","1","2","1","0","3","1","0",5,0,19
"121","2","1","9","4","2","5","2","3","3","3","1","2","3","2","3","3","2","4","2","3","3","4","4","4","2","2","3","2","2","3","2","2","3","2","1","1","0","1","1","0","0","2","2","2","3","2","1","1","1","2","3","0","5","4","1",3,0,19
"122",NA,NA,"9","4","1","4","3","4","2","3","3","3","2","4","3","2","3","4","3","3","3","4","4","2","3","3","4","2","3","4","3","3","4","3","1","0","0","1","1","0","0","2","1","2","0","2","2","2","2","1","1","0","4","5","1",7,1,18
"123","2","3","11","4","2","4","3","2","4","4","3","1","2","2","2","3","1","3","2","3","3","3","1","4","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","0","2","2","3","0","2","1","1","1","2","1","1","5","5","1",8,4,17
"124","2","3","1","4","1","3","2","3","3","4","3","2","3","3","4","2","2","3","1","2","3","4","4","4","4","4","3","2","3","3","2",NA,"1","2","1","1","1","1","1","1","0","2","1","3","0","2","1","1","1","2","4","1","4","5","1",4,1,17
"125","2","1",NA,"4",NA,"4","3","4","4","4","4","2","4","4","4","2","4","3","1","3","2","3","4","4","3","2","3","4","4","3","3","4","2","1","1","1","1","1","1","1","0","1","1","3","3","2","1","2","2","1","2","1","3","2","0",3,0,18
"126","2","1","1","4","2","3","3","4","3","3","2","1","3","3","3","3","4","3","2","4","3","4","1","4","3","1","1","2","1","3","4","2","3","2","1","1","1","1","1","1","0","2","2","3","0","2","1","1","1","2","1","1","4","3","0",2,0,16
"127","2","3","1","5",NA,"4","2","4","2","3","3","2","3","4","4","2","4","3","1","2","4","4","4","4","4","2","3","1","2","2","1","2","2","2","1","1","1","1","1","1","0","2","2","3","0","2","1","1","1","2","5","1","5","5","1",4,0,17
"128","2","3","5","4","1","3","2","3","3","4","3","1","4","3","3","3","4","2","2","4","2","4","4","4","4","2","2","2","2","3","2","3","2","4","1","1","1","0","1","1","0","1","2","3","0","2","1","2","2","1","3","1","4","4","0",5,1,17
"129","2","3","11","5","2","5","2","2","2","4","2","1","3","4","3","2","2","3","2","4","4","4","1","4","4","2","3","1","3","3","2","2","2","2","1","1","1","1","1","1","0","2","1","3","3","2","1","1","1","2","2","1","5","3","0",4,0,19
"130","2","1","2","4","2","4","3","4","3","4","2","1","4","2","4","3","4","2","1","2","3","4","2","3","2","2","1","3","3","2","2","3","3","2","1","0","1","1","1","1","0","2","1","3","5","2","1","2","2","1","2","1","3","5","1",4,0,19
"131","2","2","11","4",NA,"4","3","3","4","4","3","1","4","4","4","1","3","2","1","2","4","4","4","4","4","4","4","4","1","4","3","3","2","3","1","1","1","0","1","0","0","2","2","3","5","2","1","1","1","2","3","1","3","5","1",4,0,19
"132","2","1","1","4","2","4","3","4","3","4","2","1","3","4","4","1","4","3","1","4","3","4","4","4","4","2","3","3","3","4","2","2","1","2","1","1","1","1","1","1","0","2","1","3","3","2","1","1","1","2","3","1","4","5","1",7,2,17
"133","2","3","4","2","2","4","2","3","2","3","3","3","2","2","3","3","2","2","2","2","3","2","1","2","2","3","3","2","2","2","3","3","3","3","1","0","0","0","1","0","0","2","1","3","5","2","1","1","1","2","3","1","3","3","1",4,1,19
"134","2","3","1","5","2","5","4","1","1","4","2","1","4","3","2","3","1","4","1","4","1","4","4","4","4","1","4","1","1","1","1","1","3","1","1","1","1","0","1","1","0","2","1","3","0","2","1","1","1","2","3","1","4","5","1",3,0,17
"135","2","1","1","4","2","3","2","2","3","4","3","1","4","3","4","2","4","3","2","1","4","4","4","4","2","2","3","3","2","3","3","2","4","2","1","1","1","1","1","0","0","1","2","3","0","2","1","1","1","2","5","1","4","4","0",3,0,18
"136","2","3","5","2","3","2","2","3","2","4","2","4","2","3","3","2","3","4","1","1","2","2","3","4","2","3","1","3","4","2","3","4","3","2","0","1","0","1","1","0","0","2","1","3","3","2","1","1","2","1","2","1","4","5","1",5,0,19
"137","2","3","3","3","1","4","2","4","2","1","2","2","1","1","2","1","2","2","2","2","1","2","1","2","1","2","3","1","1","1","2","2","2","3","1","1","1","1","1","1","0","2","1","3","5","2","1","1","1","2","1","1","5","2","0",2,0,19
"138","2","1","1","4","1","4","2","2","2","3","3","1","3","3","4","1","1","2","1","2","4","4","4","4","4","2","2","2","2","1","1","2","2","1","1","1","1","0","0","0","1","1","2","3","0","2","1","1","1","2","3","1","5","5","1",4,0,17
"139","2","1","1","4",NA,"4","1","4","2","3","3","1","4","3","4","2","4","1","1","1","4","4","1","4","3","2","2","2","3","3","2","2","3","3","1","0","0","0","0","1","0","2","2","3","0","2","1","1","1","2","4","1","3","3","0",3,0,17
"140","2","3","11","3","1","4","2","3","3","4","3","2","4","4","3","2","2","3","2","3","2","3","4","4","4","3","2","3","3","3","2","3","2","2","1","1","1","1","1","1","0","2","1","3","0","2","1","1","1","2","2","1","4","5","1",5,0,18
"141","2","3","11","5","2","5","2","4","2","4","2","2","4","4","3","4","4","4","1","4","2","4","4","4","2","3","2","2","2","4","2","2","2","2","1","1","1","0","1","1","0","2","2","3","3","2","1","2","2","1","3","1","4","1","0",4,0,18
"142","2","1","1","1","1","1","2","3","2","3","2","2","2","1","1","2","1","4","2","4","3","3","4","4","4","1","1","1","1","2","2","2",NA,"2","1","1","0","1","1","0","0","2","1","3","0","2","1","1","1","2","3","0","5","5","1",4,0,17
"143","2","3","6","6","2","3","2","2","2","4","1","1","2","3","2","3","3","4","2","3","1","3","4","3","3","1","2","3","1","3","2","3","1","2","1","1","1","1","0","0","0","1","1","3","0","2","1","2","2","1","2","0","4","4","1",5,0,19
"144","2","1","9","1",NA,"1","2","3","3","4","2","1","3","3","3","2",NA,NA,NA,"3","4","4","4","4","4","2","2","3",NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","0","2","2","3","0","2","1","1","1","2","3","0","4","5","1",2,0,18
"145","2","1","11","3",NA,"4","4","1","1","2","3","1","2","2","2","2","2","4","3","3","2","2","4","3","3","1","2","1","1","1","3","3","4","3","1","1","1","1","1","0","0","2","2","3","0","2","1","1","1","2","1","0","4","5","1",3,0,16
"146","2","1","1","4","2","4",NA,NA,"4","3","2","2","1",NA,"2","2","1","3","1","3","4","4","4","4","1","1","2","1","2","3","2","2","1","2","1","1","1","0","0","1","0","2","2","3","0","2","1","1","1","2","1","0","4","5","1",4,1,17
"147",NA,NA,"6","6",NA,"1","2","3","2","2","2","1","1","3","3","2",NA,"4","1","4","2","4","4","4",NA,"1","1","1","1","1","1","1",NA,"3","1","1","0","0","0","0","1","2","2","3","0","2","1","1","1","2","2","0","2","4","0",2,0,18
"148","2","1","1","1","2","6","2","4","2","3","1","1","2","1","1","4","2","4","3","4","2","3","4","4","4","1","1","1","1","3","2","4","2","2","1","1","1","1","1","1","0","2","2","3","0","2","1","1","1","2","4","0","5","4","1",5,0,19
"149","2","1","11","4","2","4","1","4","2","3","2","1","1","1","3","2","2","4","1","2","1","4","4","4","3","1","2","1","1","2","1","2","1","1","1","1","0","1","1","1","0","2","2","3","5","2","1","1","1","2","3","0","5","2","0",3,0,19
"150","2","1","2","4","1","4","1","4","1","3","2","1",NA,"1","1","3","1","4","2","4","1",NA,"4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","2","2","3","2","2","1","1","1","2","1","0","5","1","0",3,0,19
"151","2","1","9","5","2","3","2","3","1","2","1","1","1","2","4","3","3","2","2","2","3","4","1","4","4","1","2","1","1","2","1","1","1","3","1","1","1","1","1","1","0","2","2","3","0","2","1","2","2","1","2","0","5","5","1",4,0,18
"152","2","3","11","5",NA,"6","1","2","2",NA,"3","2",NA,"1","1","3","1",NA,"3",NA,"3",NA,"4","3","2","2","2","2","2","4","3","2","2","2","1","1","1","1","1","1","0","2","1","3","0","2","1","1","1","2","5","0","5","2","1",4,1,17
"153",NA,NA,"6","6","2","1",NA,"4","4","4","4","1","2","2","2","2","3","2","2","2","3","4","4","4","4","1","2","3","1","3","4","3",NA,"4","1","1","1","1","1","1","0","2","2","3","0","2","1","2","2","1","2","0","4","5","1",5,1,18
"154","2","1","11","5","2","5","3","3","1","2","1","1","1","4","4","2","1","2","2","3","1","4","4","4","4","2","2","2","3","3","1","1","2","2","1","1","1","0","0","0","1","2","2","3","0","2","1","1","1","2","3","0","5","3","0",3,0,17
"155","2","1",NA,"6",NA,"4","3","3","3","3","2","2","2","1","4","2","4","4","2","3","2","2","4","3","4","3","3","3","2","3","3","1",NA,NA,"1","1","0","1","1","0","0","2","1","3","0","2","1","2","1","1","2","0","4","5","1",2,0,19
"156","2","1","2","6",NA,"5","2","2","2","3","3","1","2","2","3","2","4","2","2","4","2","4","4","4","3","2","2","2","1","2","3","1","1","2","1","1","1","0","1","1","0","2","2","3","0","2","1","2","2","1","2","0","5","5","1",5,0,19
"157",NA,NA,"8","5","2","3","1","2","2","1","2","2","2","2","3","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","2","2","1","1","0","1","0","0","0","1","0","1","2","3","3","2","1","2","1","1","1","0","5","4","1",5,3,17
"158","2","1","11","4","2","4","2","2","2","2","3","2","3","3","3","2","4","3","2","4","4","2","4","4","2","2","2","2","2","3","2","2","3","2","1","1","1","1","1","1","0","2","2","4","3","2","1","1","1","2","3","1","4","5","1",3,1,18
"159","2","3","9","4","2","5","2","3","3","3","2","1","4","1","3","2","1","4","1","3","3","4","4","4","3","1","1","1","1","2","2","2","2","2","1","1","0","1","1","0","0","2","2","4","0","2","1","1","1","2","2","1","5","5","1",4,0,17
"160","2","1","11","4",NA,"4","3",NA,"3","3","3","1","4","4","4","1","4","2","1","2","4","4","4","4","3","3","3","3","3","3","3",NA,"2","3","1","1","0","1","1","1","0","2","2","4","0","2","1","1","1","2","3","1","4","1","0",5,0,18
"161","2","1","11","4","2","3","3","3","3","4","3","1","4","3","4","2","1","2","1","2","4","3","4","4","4","2","2","2","2","3","2","2","2","2","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","3","1","4","4","1",3,0,18
"162","2","1","5","3",NA,"3","3","3","3","3","2","2","3","3","2","2","4","3","2","3","2","4","4","4","3","3","3","3","3","3","2","2","4","3","1","1","1","0","0","1","0","2","2","4","0","2","1","2","1","1","2","1","3","5","1",4,0,18
"163","2","3","9","4","1","3","2","4","3","4","2","1","2","1","2","2","3","3","1","1","4","3","4","4","4","2","2","1","1","2","1",NA,"1","3","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","3","1","4","5","1",7,2,17
"164","2","1","9","3","2","4","4","3","3","3","2","1","2","2","3","3","2","4","1","2","3","4","4","4","4","2","1","1","2","3","3",NA,"2","3","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","2","1","5","5","1",4,0,17
"165","2","3","1","4","2","5","2","4","3","4","2","1","3","3","3","3","1","3","1","2","3","4","4","4","4","2","2","2","2","4","3","2","2","3","1","1","1","1","1","1","0","2","1","4","0","2","1","1","1","2","4","1","5","5","1",5,2,16
"166","2","1","3","4","2","5","1","3","2","4","4","1","4","2","3","2","2","1","1","1","4","3","4","4","4","3","3","2","2","4","3","2","2","2","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","2","1","4","5","1",4,0,16
"167","2","3","1","3","2","4","3","3","4","4","2","1","4","2","4","4","4","2","2","2","2","2","2","2","2","1","1","1","2","2","4","2","2","2","1","1","1","0","1","1","0","2","1","4","3","2","1","2","2","1","2","1","4","2","0",5,0,19
"168","2","1","11","4","1","4","2","2","3","4","3","1","3","2","4","3","3","2","1","4","2","4","4","4","4","2","3","2","3","4","3","3","2","3","1","1","1","1","1","1","0","1","1","4","3","2","1","1","1","2","3","1","4","4","0",2,0,17
"169","2","1","11","4","1","4","3","3","3","2","2","1","3","3","3","2","4","3","3","4","4","4","4","4","1","2","2","3","3","3","3","2","4","4","1","1","1","1","1","1","0","2","2","4","3","2","1","2","2","1","3","1","4","4","1",5,1,19
"170","2","1","11","4","1","5","3","4","4","4","2","2","4","1","1","4","1","1","1","4","1","4","4","4","4","1","1","1","1","3","4","2",NA,NA,"1","1","1","1","1","1","0","2","2","4","0","2","1","2","2","1","3","1","5","2","0",4,0,18
"171","2","2","1","3","1","3","2","4","3","4","2","1","3","2","4","2","2","4","2","3","2","4","4","4","3","2","3","2","2","2","1","2","3","1","1","1","0","1","1","1","0","2","2","4","3","2","1","1","1","2","1","1","5","5","1",4,1,19
"172","2","1","11","4","2","4","2","3","2","4","1","1","3","1","4","2","1","3","1","2","3","3","4","4","4","2","3","3","2","4","2",NA,"2","3","1","1","0","1","1","0","0","1","1","4","0","2","1","1","1","2","2","1","5","5","1",4,1,18
"173","2","2","5","2","1","4","2","4","3","4","3","1","4","4","4","3","4","1","1","1","3","4","4","4","3","2","2","2","4","4","3","3","1","2","0","1","0","0","1","0","0","1","1","4","5","2","1","1","1","2","2","1","5","3","1",2,0,19
"174","2","1","11","5",NA,"5","4","4","2","4","1","1","4","4","4","3","1","4","1","3","2","4","1","4","4","1","1","2","2","2","2","2","1","3","1","1","1","1","1","0","0","2","2","4","3","2","2","2","2","1","3","1","4","5","1",4,0,19
"175","2","1","11","5",NA,"4","3",NA,"3","4","2","1","3","4","2","2","1","2","1","4","2","3","4","4","4","1","2","3","2","2","3","1","2","2","1","1","1","1","1","1","0","2","2","4","3","2","1","2","2","1","1","1","5","2","0",4,0,19
"176","2","1","11","4",NA,"4","2","2","1","2","1","2","1","1","2","3","1","2","1","3","3","2","4","4","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","1","0","5","5","1",4,0,18
"177","2","1","1","4","1","3","2","3","4","4","2","2","2","4","4","3","1","1","2","2","3","1","4","4","3","3","2","3","1","2","1","3","3","2","0","1","0","0","0","1","0","2","2","4","3","2","1","1","1","2","3","0","4","3","0",7,1,18
"178","2","1","11","1","3","1","2","3","2","2","2","2","2","3","2","3","1","3","2","4","1","3","4","4","3","2","2","1","2","2","2","2","2","3","1","1","1","1","1","1","0","2","2","4","3","2","1","2","1","1","1","0","4","5","1",5,0,18
"179","2","1","12","4","2","4","3","3","2","4","1","1","3","1","3","4","1","4","2","2",NA,"4","4","3","4","1","1","1","1","3","2","4","2","2","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","1","0","5","5","0",5,2,17
"180","2","3","12","2","2","2","2","4","3","2","2","1","3","1","3","1","3","2","2","4","1","2","4","4","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","2","0","5","2","1",4,0,19
"181","2","1","9","6","2","5",NA,"3","2","2","2","1","3","2","4","4","4","4","1","4","4","4","1","4","2","2","3","2","2","4","2","2","2","2","1","1","1","1","1","1","0","2","1","4","0","2","1","1","1","2","3","0","5","5","1",7,0,17
"182","2","3","10","5","2","6","3","1","1","3","3","2","1","1","1","4","4","4","4","4","1","4","1","4","4","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","0","2","1","4","0","2","1","1","1","2","3","0","5","1","0",3,0,17
"183","2","1","1","4","6","4","2","2","2","3","3","1","3","3","3","3","2","3","2","3","3","3","4","3","3","2","3","1","2","2","2","2","3","2","1","1","0","1","1","0","0","2","1","4","3","2","1","1","2","1","3","0","5","1","0",5,1,18
"184","2","3","5","2","2","4","2","3","3","3","2","2","3","3","3","2","2","3","3","3","3","3","2","3","3","2","3","3","2","2","2","3","2","2","0","1","0","1","1","0","0","2","1","4","5","2","1","1","1","2","3","0","4","4","1",4,0,19
"185","2","1","11","5","2","5","2","3","3","4","2","1","2","2","4","3","1","4","1","4","3","4","4","4","4","4","1","2","2","2","1","1",NA,"2","1","1","0","1","1","1","0","2","2","4","0","2","1","1","1","2","2","0","5","2","0",4,0,19
"186",NA,NA,"6","6","1","5","1","2","2","3","2","2","2","1","3","3","1","4","3","3","1","3","4","3","2","1","1","2","1","3","2","1","2","2","1","1","1","1","0","1","0","2","1","4","3","2","1","2","2","1","1","0","5","2","1",3,1,18
"187",NA,NA,"9","4","2","4","2","4","4",NA,"3","2","2","2","4","3","3","1","2","1","2","4","4","4","4","3","3","2","2","4","1","3","2","3","1","1","1","1","1","0","0","1","1","4","0","2","1","1","1","2","1","0","4","5","1",7,3,19
"188","2","1","1","2","1","3","3","4","4","3","2","1","4","4","2","4","1","1","1","2","2","2","4","4","1","1","3","2","1","4","3","1","3","2","1","1","1","1","1","0","0","2","2","4","3","2","2","2","2","1","2","0","5","4","1",6,2,17
"189","2","1","1","1","2","1","2","4","2","3","2","1","2","3","2","2","2","3","2","2","3","4","4","4","2","2","2","1","2","2","1","3",NA,"2","1","1","0","1","1","1","0","2","2","4","0","2","1","1","1","2","1","0","4","5","1",6,1,16
"190","2","3","9","4",NA,"4","2","2","2","3","2","2","3","4","3","2","2","3","2","3","3","4","4","4","3","2","3","2","3","3","2","2","2","2","1","1","1","1","1","1","0","2","2","4","0","2","1","1","1","2","1","0","5","5","1",4,0,18
"191","2","1","11","1","2","6","4","4","2","4","1","1","2","1","1","2","1","3","1","4","4","4","4","4","4","1","2","2","1","3","1","3","1","1","1","1","0","0","1","1","0","2","2","4","3","2","1","1","1","2","2","0","4","5","1",4,0,18
"192","2","3","1","4",NA,"4","2","3","3","3","3","1","2","1","3","2","1","2","1","3","1","4","4","3","3","2","2","1","1","2","1","1","1","2","1","1","1","1","1","1","0","2","2","4","3","2","1","1","1","2","1","0","3","5","1",6,2,17
"193",NA,NA,"5","4","6","5","3","3","3","2","2","2","2","3","3","2","2","3","3","2","3","3","3","2","2","2","3","3","3","2","2","3","4","3","1","0","0","0","0","1","0","1","2","4","3","2","1","2","1","1","3","0","3","4","1",6,4,18
